,item1,item2,correlation,class
2154,正向,畢業,0.22138554039018774,情緒
2155,負向,畢業,0.3482564226473327,情緒
2156,成就感,出路,-0.039774571660369615,成長價值
2157,學習成長,出路,0.07211565260816745,成長價值
2158,創新,出路,-0.018676362298396927,成長價值
2159,薪資,出路,0.01300526763053024,經濟報酬
2160,福利,出路,0.017713896317784056,經濟報酬
2161,管理制度,出路,0.024955194114382306,經濟報酬
2162,工作氛圍,出路,-0.02800278731069652,人際價值
2163,同事互動,出路,0.018428841791484036,人際價值
2164,主管風格,出路,0.017706852318160438,人際價值
2165,工作地點,出路,-0.04634741242276791,組織安全與安定
2166,公司規模,出路,0.018709457154813522,組織安全與安定
2167,工作環境,出路,0.008179087308473111,組織安全與安定
2168,產業前景,出路,0.14808853555706025,組織安全與安定
2169,輪調,出路,-0.029057018720912417,變化性
2170,外派,出路,-0.004896868431411337,變化性
2171,出差,出路,-0.026770841782466852,變化性
2172,馬力,出路,0.02192710638294827,產品與服務
2173,外觀,出路,0.017876400412443302,產品與服務
2174,安全,出路,0.23763210594645423,產品與服務
2175,配備,出路,-0.03778366455800389,產品與服務
2176,價錢,出路,-0.01616194637081572,產品與服務
2177,科技,出路,-0.031202410011110373,產品與服務
2178,品質,出路,-0.043810590187472936,產品與服務
2179,折舊,出路,-0.011415257354644303,產品與服務
2180,空間,出路,0.024451726818037218,產品與服務
2181,保養,出路,0.026446371816755694,產品與服務
2182,尺寸,出路,-0.024506280362956316,產品與服務
2183,車種,出路,-0.011415257354644374,產品與服務
2184,變速箱,出路,-0.011415257354644184,產品與服務
2185,電資,出路,0.021962397513162184,科系專業
2186,機械,出路,0.015328029531134981,科系專業
2187,製造,出路,0.04160936407385869,科系專業
2188,品管,出路,-0.0438105901874729,科系專業
2189,多元性,出路,0.12650621088827238,公司文化與價值
2190,企業社會責任,出路,-0.011415257354644345,公司文化與價值
2191,企業永續目標,出路,-0.011415257354644126,公司文化與價值
2192,面試,出路,-0.0006406996896518128,招募資訊
2193,徵才,出路,0.10784843203787498,招募資訊
2194,實習,出路,-0.006936847216834802,招募資訊
2195,工作,出路,0.01520128723222199,招募資訊
2196,離職,出路,0.08880211742370106,招募資訊
2197,轉職,出路,-0.019816792821607882,招募資訊
2198,新鮮人,出路,0.2052916867332577,招募資訊
2199,畢業,出路,0.01196602345983076,招募資訊
2200,出路,出路,1.0,招募資訊
2201,能力,出路,0.08685461258904152,招募資訊
2202,招募人員,出路,-0.0029699865507100682,招募人員
2203,正向,出路,0.06844151784138316,情緒
2204,負向,出路,0.022261941212281883,情緒
2205,成就感,能力,-0.03450726051041119,成長價值
2206,學習成長,能力,0.2027568015114393,成長價值
2207,創新,能力,0.11829000529748196,成長價值
2208,薪資,能力,-0.002978211198334689,經濟報酬
2209,福利,能力,-0.0026449193156696037,經濟報酬
2210,管理制度,能力,0.025429856259037428,經濟報酬
2211,工作氛圍,能力,0.1762093212624754,人際價值
2212,同事互動,能力,0.521687594090297,人際價值
2213,主管風格,能力,0.15448638422721972,人際價值
2214,工作地點,能力,0.050390522844500026,組織安全與安定
2215,公司規模,能力,-0.010001977349152447,組織安全與安定
2216,工作環境,能力,0.038131966040610886,組織安全與安定
2217,產業前景,能力,0.4155189271157574,組織安全與安定
2218,輪調,能力,-0.012131102893911094,變化性
2219,外派,能力,-0.022225357289289635,變化性
2220,出差,能力,0.040461773193257854,變化性
2221,馬力,能力,0.442900986246269,產品與服務
2222,外觀,能力,0.012160043075725246,產品與服務
2223,安全,能力,-0.041202099106305776,產品與服務
2224,配備,能力,0.0012311739892928962,產品與服務
2225,價錢,能力,-0.006747500019646924,產品與服務
2226,科技,能力,-0.03643264513266405,產品與服務
2227,品質,能力,0.04086391327147614,產品與服務
2228,折舊,能力,-0.030454563188373127,產品與服務
2229,空間,能力,0.026408945530631566,產品與服務
2230,保養,能力,-0.019018244530708023,產品與服務
2231,尺寸,能力,0.038023885436689976,產品與服務
2232,車種,能力,-0.004765790422607953,產品與服務
2233,變速箱,能力,-0.030454563188372773,產品與服務
2234,電資,能力,0.2521702054748184,科系專業
2235,機械,能力,0.13798769488859458,科系專業
2236,製造,能力,0.09933156265259452,科系專業
2237,品管,能力,0.006357104411774411,科系專業
2238,多元性,能力,0.002382520799270261,公司文化與價值
2239,企業社會責任,能力,0.020922982343156926,公司文化與價值
2240,企業永續目標,能力,0.020922982343157075,公司文化與價值
2241,面試,能力,0.31918657865041433,招募資訊
2242,徵才,能力,0.12806796967356113,招募資訊
2243,實習,能力,0.3084765228202568,招募資訊
2244,工作,能力,0.18857816928271534,招募資訊
2245,離職,能力,-0.08817573739275009,招募資訊
2246,轉職,能力,-0.023138538987215667,招募資訊
2247,新鮮人,能力,0.04311182252058968,招募資訊
2248,畢業,能力,0.16027199104965023,招募資訊
2249,出路,能力,0.08685461258904152,招募資訊
2250,能力,能力,1.0,招募資訊
2251,招募人員,能力,0.18262152168338017,招募人員
2252,正向,能力,0.29075517210277024,情緒
2253,負向,能力,0.4425090554794946,情緒
2254,成就感,招募人員,-0.03812597738311842,成長價值
2255,學習成長,招募人員,0.3058373015315359,成長價值
2256,創新,招募人員,-0.021990500534978405,成長價值
2257,薪資,招募人員,0.01620270387386632,經濟報酬
2258,福利,招募人員,-0.005323546679456332,經濟報酬
2259,管理制度,招募人員,0.10416322327411273,經濟報酬
2260,工作氛圍,招募人員,0.09041513411717605,人際價值
2261,同事互動,招募人員,0.09871566943811558,人際價值
2262,主管風格,招募人員,0.834509798949456,人際價值
2263,工作地點,招募人員,0.1416321707791115,組織安全與安定
2264,公司規模,招募人員,0.14821679792724962,組織安全與安定
2265,工作環境,招募人員,0.062250687227130466,組織安全與安定
2266,產業前景,招募人員,0.09111037213390766,組織安全與安定
2267,輪調,招募人員,-0.022287156951727276,變化性
2268,外派,招募人員,0.014381136946221047,變化性
2269,出差,招募人員,0.10033137310070118,變化性
2270,馬力,招募人員,0.6256707757079597,產品與服務
2271,外觀,招募人員,-0.07831917841299034,產品與服務
2272,安全,招募人員,-0.028479865597363825,產品與服務
2273,配備,招募人員,-0.0155405366760841,產品與服務
2274,價錢,招募人員,0.04730460725580367,產品與服務
2275,科技,招募人員,-0.04243113130356613,產品與服務
2276,品質,招募人員,0.002359558060469271,產品與服務
2277,折舊,招募人員,0.061522883449761506,產品與服務
2278,空間,招募人員,0.04264735278183711,產品與服務
2279,保養,招募人員,0.08083883213543175,產品與服務
2280,尺寸,招募人員,0.031494669755642614,產品與服務
2281,車種,招募人員,-0.050922800153798874,產品與服務
2282,變速箱,招募人員,-0.03218185288653938,產品與服務
2283,電資,招募人員,0.06942811849911289,科系專業
2284,機械,招募人員,0.13191060914798583,科系專業
2285,製造,招募人員,0.01354477593178014,科系專業
2286,品管,招募人員,-0.004833025820409523,科系專業
2287,多元性,招募人員,0.089166608294629,公司文化與價值
2288,企業社會責任,招募人員,0.024040988915240823,公司文化與價值
2289,企業永續目標,招募人員,0.024040988915240986,公司文化與價值
2290,面試,招募人員,0.575668079784888,招募資訊
2291,徵才,招募人員,0.24968814118660881,招募資訊
2292,實習,招募人員,0.21112776437799818,招募資訊
2293,工作,招募人員,0.24521070808183656,招募資訊
2294,離職,招募人員,0.0011336277342401573,招募資訊
2295,轉職,招募人員,0.08511379919664434,招募資訊
2296,新鮮人,招募人員,0.0552682584732587,招募資訊
2297,畢業,招募人員,0.23413660753574753,招募資訊
2298,出路,招募人員,-0.002969986550710068,招募資訊
2299,能力,招募人員,0.18262152168338017,招募資訊
2300,招募人員,招募人員,0.9999999999999998,招募人員
2301,正向,招募人員,0.40419929862932397,情緒
2302,負向,招募人員,0.6245617065495029,情緒
2303,成就感,正向,0.12693193171988046,成長價值
2304,學習成長,正向,0.27333103093843686,成長價值
2305,創新,正向,0.12888137649736833,成長價值
2306,薪資,正向,0.1336766410297693,經濟報酬
2307,福利,正向,0.22260224512752763,經濟報酬
2308,管理制度,正向,0.10857470144126051,經濟報酬
2309,工作氛圍,正向,0.258276080499125,人際價值
2310,同事互動,正向,0.24147369439835328,人際價值
2311,主管風格,正向,0.3216186676359394,人際價值
2312,工作地點,正向,0.0947324527479053,組織安全與安定
2313,公司規模,正向,0.06037506606380104,組織安全與安定
2314,工作環境,正向,0.22529883673294415,組織安全與安定
2315,產業前景,正向,0.0932781188072246,組織安全與安定
2316,輪調,正向,-0.021509612034497288,變化性
2317,外派,正向,0.0017500938083348737,變化性
2318,出差,正向,0.019895238098805078,變化性
2319,馬力,正向,0.5788040890494957,產品與服務
2320,外觀,正向,0.0015880202805212385,產品與服務
2321,安全,正向,0.11546259177552726,產品與服務
2322,配備,正向,0.09294155668349961,產品與服務
2323,價錢,正向,0.035533696664018004,產品與服務
2324,科技,正向,-0.03736210785303941,產品與服務
2325,品質,正向,0.048254252780697116,產品與服務
2326,折舊,正向,0.016151529036682506,產品與服務
2327,空間,正向,0.049835713226588294,產品與服務
2328,保養,正向,0.05390105212411134,產品與服務
2329,尺寸,正向,0.020270015927547676,產品與服務
2330,車種,正向,-0.019632810984438843,產品與服務
2331,變速箱,正向,-0.0017406409738780625,產品與服務
2332,電資,正向,0.11551267050631651,科系專業
2333,機械,正向,0.14648735513248565,科系專業
2334,製造,正向,0.07354288717514454,科系專業
2335,品管,正向,0.07228816425904164,科系專業
2336,多元性,正向,0.10530996361305973,公司文化與價值
2337,企業社會責任,正向,-0.01963281098443882,公司文化與價值
2338,企業永續目標,正向,-0.019632810984438528,公司文化與價值
2339,面試,正向,0.40027499031747793,招募資訊
2340,徵才,正向,0.12377367093687136,招募資訊
2341,實習,正向,0.3026365084486091,招募資訊
2342,工作,正向,0.21473106057453842,招募資訊
2343,離職,正向,0.038365925428071386,招募資訊
2344,轉職,正向,0.0073318148906409185,招募資訊
2345,新鮮人,正向,0.048006209798417056,招募資訊
2346,畢業,正向,0.22138554039018774,招募資訊
2347,出路,正向,0.06844151784138316,招募資訊
2348,能力,正向,0.29075517210277024,招募資訊
2349,招募人員,正向,0.40419929862932397,招募人員
2350,正向,正向,1.0,情緒
2351,負向,正向,0.5781596786606663,情緒
2352,成就感,負向,-0.005063685967426219,成長價值
2353,學習成長,負向,0.3283278677586296,成長價值
2354,創新,負向,0.044477317016596754,成長價值
2355,薪資,負向,0.17084455528089085,經濟報酬
2356,福利,負向,0.15806486134781034,經濟報酬
2357,管理制度,負向,0.27021675211375834,經濟報酬
2358,工作氛圍,負向,0.3035271180278604,人際價值
2359,同事互動,負向,0.36123348157479584,人際價值
2360,主管風格,負向,0.4578135742072082,人際價值
2361,工作地點,負向,0.20674768829081355,組織安全與安定
2362,公司規模,負向,0.12108292801175995,組織安全與安定
2363,工作環境,負向,0.23783496342128077,組織安全與安定
2364,產業前景,負向,0.2337257768163567,組織安全與安定
2365,輪調,負向,0.0993050943242523,變化性
2366,外派,負向,0.03067421048333674,變化性
2367,出差,負向,0.12342989633446813,變化性
2368,馬力,負向,0.9999490205206817,產品與服務
2369,外觀,負向,-0.0064852499019441255,產品與服務
2370,安全,負向,0.06433326718223328,產品與服務
2371,配備,負向,0.06064576641737711,產品與服務
2372,價錢,負向,0.0021511754397999985,產品與服務
2373,科技,負向,0.0064161357452020215,產品與服務
2374,品質,負向,0.07387523717292564,產品與服務
2375,折舊,負向,0.17408332574962274,產品與服務
2376,空間,負向,0.11139920951678908,產品與服務
2377,保養,負向,0.12915214572600203,產品與服務
2378,尺寸,負向,0.1061604182303304,產品與服務
2379,車種,負向,-0.005931970753044532,產品與服務
2380,變速箱,負向,-0.0149209080291304,產品與服務
2381,電資,負向,0.279087257525351,科系專業
2382,機械,負向,0.25647568483144356,科系專業
2383,製造,負向,0.15227512697007142,科系專業
2384,品管,負向,0.06075668227106422,科系專業
2385,多元性,負向,0.10299847339043496,公司文化與價值
2386,企業社會責任,負向,0.03286239012269456,公司文化與價值
2387,企業永續目標,負向,0.03286239012269457,公司文化與價值
2388,面試,負向,0.6788573434994106,招募資訊
2389,徵才,負向,0.26619466229502775,招募資訊
2390,實習,負向,0.30789043999039956,招募資訊
2391,工作,負向,0.45405815558884344,招募資訊
2392,離職,負向,0.06249039253165415,招募資訊
2393,轉職,負向,0.03637942747390208,招募資訊
2394,新鮮人,負向,0.040924454274542194,招募資訊
2395,畢業,負向,0.3482564226473327,招募資訊
2396,出路,負向,0.022261941212281883,招募資訊
2397,能力,負向,0.4425090554794946,招募資訊
2398,招募人員,負向,0.6245617065495029,招募人員
2399,正向,負向,0.5781596786606662,情緒
2400,負向,負向,0.9999999999999999,情緒
