,item1,item2,correlation,class
539,成就感,工作環境,-0.04406652700910267,成長價值
540,學習成長,工作環境,0.05592253023394576,成長價值
541,創新,工作環境,-0.035550680772025396,成長價值
542,薪資,工作環境,0.1812378943780177,經濟報酬
543,福利,工作環境,0.29519964459535647,經濟報酬
544,管理制度,工作環境,0.10714837993149105,經濟報酬
545,工作氛圍,工作環境,0.1407320794830686,人際價值
546,同事互動,工作環境,0.06006680764017201,人際價值
547,主管風格,工作環境,0.011297193380455619,人際價值
548,工作地點,工作環境,0.08454789584378823,組織安全與安定
549,公司規模,工作環境,0.0160229975126838,組織安全與安定
550,工作環境,工作環境,0.9999999999999999,組織安全與安定
551,產業前景,工作環境,0.0049112421400603215,組織安全與安定
552,輪調,工作環境,-0.055310385407472865,變化性
553,外派,工作環境,-0.02199489583731522,變化性
554,出差,工作環境,0.17724512929906902,變化性
555,馬力,工作環境,0.2364725278533246,產品與服務
556,外觀,工作環境,0.0713892219420749,產品與服務
557,安全,工作環境,0.26323500422974105,產品與服務
558,配備,工作環境,0.22868707797762505,產品與服務
559,價錢,工作環境,0.11389395734816092,產品與服務
560,科技,工作環境,-0.038706834743250165,產品與服務
561,品質,工作環境,-0.031110097107614094,產品與服務
562,折舊,工作環境,-0.021729079981507082,產品與服務
563,空間,工作環境,0.1754140133892889,產品與服務
564,保養,工作環境,-0.006533436301100878,產品與服務
565,尺寸,工作環境,0.06302442564748564,產品與服務
566,車種,工作環境,-0.021729079981507,產品與服務
567,變速箱,工作環境,-0.021729079981507207,產品與服務
568,電資,工作環境,0.06364743106259517,科系專業
569,機械,工作環境,0.14717556225512138,科系專業
570,製造,工作環境,0.004637355096326685,科系專業
571,品管,工作環境,0.0603867094047031,科系專業
572,多元性,工作環境,-0.0008122361379329641,公司文化與價值
573,企業社會責任,工作環境,0.046386192017259686,公司文化與價值
574,企業永續目標,工作環境,0.0463861920172607,公司文化與價值
575,面試,工作環境,0.08456076129404258,招募資訊
576,徵才,工作環境,0.01633347677623056,招募資訊
577,實習,工作環境,-0.010557182041408061,招募資訊
578,工作,工作環境,0.26046192712172694,招募資訊
579,離職,工作環境,0.05541313913556207,招募資訊
580,轉職,工作環境,0.0016943465162849928,招募資訊
581,新鮮人,工作環境,0.021451024779150844,招募資訊
582,畢業,工作環境,0.0627469077203824,招募資訊
583,出路,工作環境,0.008179087308473111,招募資訊
584,能力,工作環境,0.03813196604061089,招募資訊
585,招募人員,工作環境,0.06225068722713045,招募人員
586,正向,工作環境,0.22529883673294412,情緒
587,負向,工作環境,0.23783496342128077,情緒
588,成就感,產業前景,-0.02023209977759284,成長價值
589,學習成長,產業前景,0.23720713508227237,成長價值
590,創新,產業前景,0.01571248572276905,成長價值
591,薪資,產業前景,-0.03267730848607346,經濟報酬
592,福利,產業前景,-0.021326978675502834,經濟報酬
593,管理制度,產業前景,-0.047352316572232135,經濟報酬
594,工作氛圍,產業前景,0.0997571606443497,人際價值
595,同事互動,產業前景,0.2403796349931524,人際價值
596,主管風格,產業前景,0.02846539357584615,人際價值
597,工作地點,產業前景,-0.034892159184535775,組織安全與安定
598,公司規模,產業前景,0.05181840829773401,組織安全與安定
599,工作環境,產業前景,0.0049112421400603215,組織安全與安定
600,產業前景,產業前景,1.0,組織安全與安定
601,輪調,產業前景,-0.029044475048395416,變化性
602,外派,產業前景,0.07547554168823138,變化性
603,出差,產業前景,-0.026759285033457186,變化性
604,馬力,產業前景,0.23379971140752454,產品與服務
605,外觀,產業前景,-0.022222474179140167,產品與服務
606,安全,產業前景,-0.02417728829520588,產品與服務
607,配備,產業前景,-0.037767353665297765,產品與服務
608,價錢,產業前景,-0.016154969393429884,產品與服務
609,科技,產業前景,0.14751213564445662,產品與服務
610,品質,產業前景,-0.011531808413932736,產品與服務
611,折舊,產業前景,-0.011410329483298197,產品與服務
612,空間,產業前景,0.0015921913564245216,產品與服務
613,保養,產業前景,0.10551617457232745,產品與服務
614,尺寸,產業前景,0.08828658976406611,產品與服務
615,車種,產業前景,-0.01141032948329823,產品與服務
616,變速箱,產業前景,-0.011410329483298166,產品與服務
617,電資,產業前景,0.2524036577970007,科系專業
618,機械,產業前景,0.07105856766409163,科系專業
619,製造,產業前景,0.16036939957601853,科系專業
620,品管,產業前景,-0.011531808413932712,科系專業
621,多元性,產業前景,0.039721627164182816,公司文化與價值
622,企業社會責任,產業前景,-0.011410329483298207,公司文化與價值
623,企業永續目標,產業前景,-0.01141032948329819,公司文化與價值
624,面試,產業前景,0.15239268046537416,招募資訊
625,徵才,產業前景,0.002685073738214695,招募資訊
626,實習,產業前景,0.17607584853556343,招募資訊
627,工作,產業前景,0.13825427983050803,招募資訊
628,離職,產業前景,-0.03408689334957668,招募資訊
629,轉職,產業前景,-0.019808238077507083,招募資訊
630,新鮮人,產業前景,0.060092056317387815,招募資訊
631,畢業,產業前景,0.004777842664730847,招募資訊
632,出路,產業前景,0.14808853555706022,招募資訊
633,能力,產業前景,0.41551892711575733,招募資訊
634,招募人員,產業前景,0.09111037213390767,招募人員
635,正向,產業前景,0.0932781188072246,情緒
636,負向,產業前景,0.23372577681635667,情緒
637,成就感,輪調,0.053966119000956395,成長價值
638,學習成長,輪調,-0.041704923353694585,成長價值
639,創新,輪調,-0.009443507722807496,成長價值
640,薪資,輪調,0.06712977416595932,經濟報酬
641,福利,輪調,-0.023746253863386215,經濟報酬
642,管理制度,輪調,0.23011993462483135,經濟報酬
643,工作氛圍,輪調,0.03306464862254848,人際價值
644,同事互動,輪調,0.027471340057911225,人際價值
645,主管風格,輪調,-0.017704236107827048,人際價值
646,工作地點,輪調,-0.03114789843902283,組織安全與安定
647,公司規模,輪調,-0.02069427891920269,組織安全與安定
648,工作環境,輪調,-0.05531038540747287,組織安全與安定
649,產業前景,輪調,-0.029044475048395416,組織安全與安定
650,輪調,輪調,0.9999999999999998,變化性
651,外派,輪調,0.04202573541539362,變化性
652,出差,輪調,-0.01353639681430275,變化性
653,馬力,輪調,0.09952530681215392,產品與服務
654,外觀,輪調,-0.011241415019434722,產品與服務
655,安全,輪調,-0.012230273262103766,產品與服務
656,配備,輪調,-0.019104915740476194,產品與服務
657,價錢,輪調,-0.008172119545008995,產品與服務
658,科技,輪調,-0.015777173049133907,產品與服務
659,品質,輪調,-0.02215236779871565,產品與服務
660,折舊,輪調,-0.005772005772005759,產品與服務
661,空間,輪調,-0.015376250406209872,產品與服務
662,保養,輪調,-0.01663056513007471,產品與服務
663,尺寸,輪調,-0.012391344961471894,產品與服務
664,車種,輪調,-0.005772005772005737,產品與服務
665,變速箱,輪調,-0.005772005772005772,產品與服務
666,電資,輪調,0.04178277749647732,科系專業
667,機械,輪調,-0.013395853672619088,科系專業
668,製造,輪調,0.09759315887238261,科系專業
669,品管,輪調,-0.02215236779871564,科系專業
670,多元性,輪調,0.10309655867944854,公司文化與價值
671,企業社會責任,輪調,-0.005772005772005755,公司文化與價值
672,企業永續目標,輪調,-0.005772005772005746,公司文化與價值
673,面試,輪調,0.06847517202052007,招募資訊
674,徵才,輪調,0.046384779498265895,招募資訊
675,實習,輪調,0.036490187714014126,招募資訊
676,工作,輪調,0.11285224813435364,招募資訊
677,離職,輪調,0.052359262865089067,招募資訊
678,轉職,輪調,-0.010020154517359853,招募資訊
679,新鮮人,輪調,-0.026695165982589173,招募資訊
680,畢業,輪調,-0.02301818714343991,招募資訊
681,出路,輪調,-0.029057018720912417,招募資訊
682,能力,輪調,-0.012131102893911096,招募資訊
683,招募人員,輪調,-0.022287156951727276,招募人員
684,正向,輪調,-0.021509612034497288,情緒
685,負向,輪調,0.0993050943242523,情緒
686,成就感,外派,0.020676278353478034,成長價值
687,學習成長,外派,0.10033145179504926,成長價值
688,創新,外派,-0.010066579628586782,成長價值
689,薪資,外派,0.0874130771560984,經濟報酬
690,福利,外派,0.06216790619962323,經濟報酬
691,管理制度,外派,-0.007706730134622689,經濟報酬
692,工作氛圍,外派,-0.04512075182974273,人際價值
693,同事互動,外派,-0.045968862322973564,人際價值
694,主管風格,外派,0.008932908301981887,人際價值
695,工作地點,外派,0.043532824024216654,組織安全與安定
696,公司規模,外派,0.02794224096604107,組織安全與安定
697,工作環境,外派,-0.021994895837315225,組織安全與安定
698,產業前景,外派,0.07547554168823138,組織安全與安定
699,輪調,外派,0.04202573541539361,變化性
700,外派,外派,0.9999999999999998,變化性
701,出差,外派,-0.01442951289023948,變化性
702,馬力,外派,0.030546448744895448,產品與服務
703,外觀,外派,0.038460079441099616,產品與服務
704,安全,外派,-0.013037212790645132,產品與服務
705,配備,外派,-0.020365436365817547,產品與服務
706,價錢,外派,-0.008711306703914722,產品與服務
707,科技,外派,-0.016818132994111973,產品與服務
708,品質,外派,-0.023613955847035215,產品與服務
709,折舊,外派,-0.006152836152209383,產品與服務
710,空間,外派,-0.016390757930908256,產品與服務
711,保養,外派,0.019585032248469064,產品與服務
712,尺寸,外派,0.03544391337738429,產品與服務
713,車種,外派,-0.006152836152209399,產品與服務
714,變速箱,外派,-0.0061528361522093615,產品與服務
715,電資,外派,-0.011416858191946924,科系專業
716,機械,外派,-0.014279696871813078,科系專業
717,製造,外派,0.03786101540911665,科系專業
718,品管,外派,-0.023613955847035278,科系專業
719,多元性,外派,0.11874670299912757,公司文化與價值
720,企業社會責任,外派,-0.006152836152209394,公司文化與價值
721,企業永續目標,外派,-0.006152836152209393,公司文化與價值
722,面試,外派,0.0076046268163637454,招募資訊
723,徵才,外派,0.00571431042657437,招募資訊
724,實習,外派,-0.015749316667922505,招募資訊
725,工作,外派,0.07455139068367561,招募資訊
726,離職,外派,0.03726519876245109,招募資訊
727,轉職,外派,-0.010681272923209863,招募資訊
728,新鮮人,外派,0.18793517923850936,招募資訊
729,畢業,外派,-0.02453690096800843,招募資訊
730,出路,外派,-0.004896868431411337,招募資訊
731,能力,外派,-0.02222535728928964,招募資訊
732,招募人員,外派,0.014381136946221045,招募人員
733,正向,外派,0.0017500938083348737,情緒
734,負向,外派,0.030674210483336736,情緒
735,成就感,出差,-0.018529236955964434,成長價值
736,學習成長,出差,-0.035869751212389216,成長價值
737,創新,出差,-0.008700502055871131,成長價值
738,薪資,出差,0.047166627885347034,經濟報酬
739,福利,出差,0.07192318806481417,經濟報酬
740,管理制度,出差,0.017721012392398268,經濟報酬
741,工作氛圍,出差,0.041912742723974626,人際價值
742,同事互動,出差,-0.021147659679684103,人際價值
743,主管風格,出差,0.13025725892615336,人際價值
744,工作地點,出差,0.14895220180778695,組織安全與安定
745,公司規模,出差,-0.019066073917262987,組織安全與安定
746,工作環境,出差,0.17724512929906902,組織安全與安定
747,產業前景,出差,-0.026759285033457186,組織安全與安定
748,輪調,出差,-0.013536396814302751,變化性
749,外派,出差,-0.014429512890239481,變化性
750,出差,出差,1.0,變化性
751,馬力,出差,0.12259710095612109,產品與服務
752,外觀,出差,-0.01035695181900209,產品與服務
753,安全,出差,-0.01126800769207859,產品與服務
754,配備,出差,0.05649326855119629,產品與服務
755,價錢,出差,-0.007529145418121915,產品與服務
756,科技,出差,-0.014535840979755549,產品與服務
757,品質,出差,-0.020409441833742513,產品與服務
758,折舊,出差,-0.005317870177047571,產品與服務
759,空間,出差,0.24140808590526502,產品與服務
760,保養,出差,-0.015322089032135175,產品與服務
761,尺寸,出差,-0.011416406432528697,產品與服務
762,車種,出差,-0.005317870177047522,產品與服務
763,變速箱,出差,-0.005317870177047524,產品與服務
764,電資,出差,0.12328743542391565,科系專業
765,機械,出差,-0.012341881411001851,科系專業
766,製造,出差,-0.03263861369121869,科系專業
767,品管,出差,-0.020409441833742506,科系專業
768,多元性,出差,-0.019723666472716457,公司文化與價值
769,企業社會責任,出差,-0.0053178701770475794,公司文化與價值
770,企業永續目標,出差,-0.005317870177047471,公司文化與價值
771,面試,出差,-0.033279853426015006,招募資訊
772,徵才,出差,-0.05406043169094808,招募資訊
773,實習,出差,-0.01568816620616218,招募資訊
774,工作,出差,0.1235252496479186,招募資訊
775,離職,出差,-0.03191798961509335,招募資訊
776,轉職,出差,-0.00923177886198804,招募資訊
777,新鮮人,出差,-0.024594817236437763,招募資訊
778,畢業,出差,-0.02120713938532003,招募資訊
779,出路,出差,-0.02677084178246685,招募資訊
780,能力,出差,0.040461773193257854,招募資訊
781,招募人員,出差,0.10033137310070118,招募人員
782,正向,出差,0.019895238098805078,情緒
783,負向,出差,0.12342989633446813,情緒
784,成就感,馬力,-0.005037328785866137,成長價值
785,學習成長,馬力,0.3291757868496151,成長價值
786,創新,馬力,0.04588364451669643,成長價值
787,薪資,馬力,0.17002839404020043,經濟報酬
788,福利,馬力,0.15719298334823856,經濟報酬
789,管理制度,馬力,0.26874232109650825,經濟報酬
790,工作氛圍,馬力,0.30580599206282355,人際價值
791,同事互動,馬力,0.36168164468283753,人際價值
792,主管風格,馬力,0.45884855668887164,人際價值
793,工作地點,馬力,0.20579437161677644,組織安全與安定
794,公司規模,馬力,0.12085694145337046,組織安全與安定
795,工作環境,馬力,0.2364725278533246,組織安全與安定
796,產業前景,馬力,0.23379971140752456,組織安全與安定
797,輪調,馬力,0.09952530681215391,變化性
798,外派,馬力,0.030546448744895444,變化性
799,出差,馬力,0.1225971009561211,變化性
800,馬力,馬力,1.0,產品與服務
801,外觀,馬力,-0.007303593575682267,產品與服務
802,安全,馬力,0.06322511056110824,產品與服務
803,配備,馬力,0.060106811217077324,產品與服務
804,價錢,馬力,0.0015591681601266928,產品與服務
805,科技,馬力,0.006304841022624084,產品與服務
806,品質,馬力,0.0731942084227999,產品與服務
807,折舊,馬力,0.17349239357353122,產品與服務
808,空間,馬力,0.1104513720371659,產品與服務
809,保養,馬力,0.12926537358012605,產品與服務
810,尺寸,馬力,0.1057714916248733,產品與服務
811,車種,馬力,-0.005973628357359793,產品與服務
812,變速箱,馬力,-0.015406796395777182,產品與服務
813,電資,馬力,0.2788270688453264,科系專業
814,機械,馬力,0.25699113654742756,科系專業
815,製造,馬力,0.1524695647597042,科系專業
816,品管,馬力,0.06011568172279707,科系專業
817,多元性,馬力,0.10287688062121628,公司文化與價值
818,企業社會責任,馬力,0.03340984820303286,公司文化與價值
819,企業永續目標,馬力,0.033409848203032916,公司文化與價值
820,面試,馬力,0.6799183757464433,招募資訊
821,徵才,馬力,0.2665840914845189,招募資訊
822,實習,馬力,0.30875040292402234,招募資訊
823,工作,馬力,0.45337723221333387,招募資訊
824,離職,馬力,0.0615228490041138,招募資訊
825,轉職,馬力,0.0378022756219809,招募資訊
826,新鮮人,馬力,0.04091022850948985,招募資訊
827,畢業,馬力,0.34883641911663343,招募資訊
828,出路,馬力,0.02192710638294827,招募資訊
829,能力,馬力,0.442900986246269,招募資訊
830,招募人員,馬力,0.6256707757079597,招募人員
831,正向,馬力,0.5788040890494957,情緒
832,負向,馬力,0.9999490205206817,情緒
833,成就感,外觀,-0.015387761268593711,成長價值
834,學習成長,外觀,-0.012821269076755014,成長價值
835,創新,外觀,-0.007225405388836441,成長價值
836,薪資,外觀,0.0879392386009447,經濟報酬
837,福利,外觀,0.09749790930804102,經濟報酬
838,管理制度,外觀,0.006279830963890137,經濟報酬
839,工作氛圍,外觀,-0.0412604605963567,人際價值
840,同事互動,外觀,0.01330262070084152,人際價值
841,主管風格,外觀,-0.06289141884320051,人際價值
842,工作地點,外觀,0.06468643094625526,組織安全與安定
843,公司規模,外觀,-0.015833582055507438,組織安全與安定
844,工作環境,外觀,0.0713892219420749,組織安全與安定
845,產業前景,外觀,-0.022222474179140167,組織安全與安定
846,輪調,外觀,-0.011241415019434722,變化性
847,外派,外觀,0.038460079441099616,變化性
848,出差,外觀,-0.01035695181900209,變化性
849,馬力,外觀,-0.007303593575682267,產品與服務
850,外觀,外觀,1.0,產品與服務
851,安全,外觀,-0.00935761212134368,產品與服務
852,配備,外觀,-0.014617530391923388,產品與服務
853,價錢,外觀,-0.006252642379495985,產品與服務
854,科技,外觀,-0.012071411864735154,產品與服務
855,品質,外觀,-0.01694919328352513,產品與服務
856,折舊,外觀,-0.004416270186206525,產品與服務
857,空間,外觀,-0.011764658409375168,產品與服務
858,保養,外觀,-0.012724358197963468,產品與服務
859,尺寸,外觀,0.06535015228186833,產品與服務
860,車種,外觀,-0.004416270186206555,產品與服務
861,變速箱,外觀,-0.004416270186206487,產品與服務
862,電資,外觀,-0.022799446409036042,科系專業
863,機械,外觀,-0.010249419617717082,科系專業
864,製造,外觀,-0.02710501230093344,科系專業
865,品管,外觀,-0.01694919328352512,科系專業
866,多元性,外觀,-0.01637968534510157,公司文化與價值
867,企業社會責任,外觀,-0.00441627018620653,公司文化與價值
868,企業永續目標,外觀,-0.004416270186206443,公司文化與價值
869,面試,外觀,-0.055027200233775456,招募資訊
870,徵才,外觀,-0.0317708914372353,招募資訊
871,實習,外觀,-0.03026950652817362,招募資訊
872,工作,外觀,0.008767602886111874,招募資訊
873,離職,外觀,-0.0265065639528352,招募資訊
874,轉職,外觀,-0.007666608697936387,招募資訊
875,新鮮人,外觀,-0.02042497362295176,招募資訊
876,畢業,外觀,-0.017611647950027974,招募資訊
877,出路,外觀,0.017876400412443302,招募資訊
878,能力,外觀,0.012160043075725246,招募資訊
879,招募人員,外觀,-0.07831917841299034,招募人員
880,正向,外觀,0.0015880202805212383,情緒
881,負向,外觀,-0.0064852499019441255,情緒
882,成就感,安全,-0.016741355503871482,成長價值
883,學習成長,安全,-0.05086827554064582,成長價值
884,創新,安全,-0.007860992782685377,成長價值
885,薪資,安全,0.06914520077162102,經濟報酬
886,福利,安全,0.023892300086149308,經濟報酬
887,管理制度,安全,0.0068322403003016315,經濟報酬
888,工作氛圍,安全,-0.003510685349158852,人際價值
889,同事互動,安全,0.03126275496011295,人際價值
890,主管風格,安全,-0.004000154922275029,人際價值
891,工作地點,安全,-0.025928226249406897,組織安全與安定
892,公司規模,安全,-0.017226393200678747,組織安全與安定
893,工作環境,安全,0.2632350042297411,組織安全與安定
894,產業前景,安全,-0.024177288295205882,組織安全與安定
895,輪調,安全,-0.012230273262103766,變化性
896,外派,安全,-0.013037212790645132,變化性
897,出差,安全,-0.01126800769207859,變化性
898,馬力,安全,0.06322511056110824,產品與服務
899,外觀,安全,-0.00935761212134368,產品與服務
900,安全,安全,1.0,產品與服務
901,配備,安全,0.05104224715993052,產品與服務
902,價錢,安全,-0.006802660054738601,產品與服務
903,科技,安全,-0.013133281309325555,產品與服務
904,品質,安全,-0.01844013988197649,產品與服務
905,折舊,安全,-0.004804750210112198,產品與服務
906,空間,安全,-0.012799544090598034,產品與服務
907,保養,安全,-0.01384366448324673,產品與服務
908,尺寸,安全,-0.0103148402234733,產品與服務
909,車種,安全,-0.004804750210112265,產品與服務
910,變速箱,安全,-0.004804750210112217,產品與服務
911,電資,安全,-0.024805014255333834,科系專業
912,機械,安全,-0.011151016352116794,科系專業
913,製造,安全,0.09705708890364925,科系專業
914,品管,安全,0.15621432785731496,科系專業
915,多元性,安全,-0.01782053481448132,公司文化與價值
916,企業社會責任,安全,-0.004804750210112194,公司文化與價值
917,企業永續目標,安全,-0.004804750210112154,公司文化與價值
918,面試,安全,0.014629832828231312,招募資訊
919,徵才,安全,0.05110545755305093,招募資訊
920,實習,安全,-0.05168994699339192,招募資訊
921,工作,安全,-0.0061638383264103055,招募資訊
922,離職,安全,0.01254650299233739,招募資訊
923,轉職,安全,-0.008341006822297633,招募資訊
924,新鮮人,安全,-0.022221669456032867,招募資訊
925,畢業,安全,-0.019160867795773622,招募資訊
926,出路,安全,0.23763210594645423,招募資訊
927,能力,安全,-0.04120209910630578,招募資訊
928,招募人員,安全,-0.028479865597363825,招募人員
929,正向,安全,0.11546259177552726,情緒
930,負向,安全,0.06433326718223328,情緒
931,成就感,配備,-0.0261516794783214,成長價值
932,學習成長,配備,0.01473536287804828,成長價值
933,創新,配備,-0.012279660603745302,成長價值
934,薪資,配備,0.07762094492688798,經濟報酬
935,福利,配備,0.1357442785732664,經濟報酬
936,管理制度,配備,-0.0361658878743705,經濟報酬
937,工作氛圍,配備,0.0505360680815139,人際價值
938,同事互動,配備,0.01736243765087757,人際價值
939,主管風格,配備,-0.03606673424254044,人際價值
940,工作地點,配備,-0.04050249468503809,組織安全與安定
941,公司規模,配備,-0.02690935709760827,組織安全與安定
942,工作環境,配備,0.22868707797762503,組織安全與安定
943,產業前景,配備,-0.037767353665297765,組織安全與安定
944,輪調,配備,-0.019104915740476198,變化性
945,外派,配備,-0.02036543636581755,變化性
946,出差,配備,0.05649326855119629,變化性
947,馬力,配備,0.060106811217077324,產品與服務
948,外觀,配備,-0.014617530391923388,產品與服務
949,安全,配備,0.051042247159930526,產品與服務
950,配備,配備,1.0,產品與服務
951,價錢,配備,-0.010626438540795747,產品與服務
952,科技,配備,-0.020515505045017687,產品與服務
953,品質,配備,-0.02880535137177746,產品與服務
954,折舊,配備,-0.0075055026123299435,產品與服務
955,空間,配備,0.14833772882592378,產品與服務
956,保養,配備,0.0694065780532357,產品與服務
957,尺寸,配備,-0.01611281687029396,產品與服務
958,車種,配備,-0.007505502612329952,產品與服務
959,變速箱,配備,-0.007505502612329913,產品與服務
960,電資,配備,-0.038747924689292335,科系專業
961,機械,配備,-0.017419008002705707,科系專業
962,製造,配備,0.04618454693557045,科系專業
963,品管,配備,0.01363453298264158,科系專業
964,多元性,配備,-0.027837465998067506,公司文化與價值
965,企業社會責任,配備,-0.007505502612329953,公司文化與價值
966,企業永續目標,配備,-0.0075055026123299505,公司文化與價值
967,面試,配備,0.04186079952408463,招募資訊
968,徵才,配備,-0.04507320934087985,招募資訊
969,實習,配備,0.02864742111228847,招募資訊
970,工作,配備,0.12528194431127634,招募資訊
971,離職,配備,0.01528909085529954,招募資訊
972,轉職,配備,-0.013029490765713568,招募資訊
973,新鮮人,配備,-0.03471248053677509,招募資訊
974,畢業,配備,-0.02993120079229449,招募資訊
975,出路,配備,-0.03778366455800389,招募資訊
976,能力,配備,0.0012311739892928962,招募資訊
977,招募人員,配備,-0.0155405366760841,招募人員
978,正向,配備,0.09294155668349961,情緒
979,負向,配備,0.06064576641737711,情緒
980,成就感,價錢,-0.011186369722993403,成長價值
981,學習成長,價錢,0.009181088529830746,成長價值
982,創新,價錢,-0.005252619576507094,成長價值
983,薪資,價錢,0.130404287821367,經濟報酬
984,福利,價錢,0.07087760472113845,經濟報酬
985,管理制度,價錢,0.047497711399342,經濟報酬
986,工作氛圍,價錢,-0.029994926429868222,人際價值
987,同事互動,價錢,-0.023985996739322443,人際價值
988,主管風格,價錢,0.07385519758390406,人際價值
989,工作地點,價錢,0.05774974931992283,組織安全與安定
990,公司規模,價錢,0.08632849500682173,組織安全與安定
991,工作環境,價錢,0.11389395734816092,組織安全與安定
992,產業前景,價錢,-0.016154969393429884,組織安全與安定
993,輪調,價錢,-0.008172119545008997,變化性
994,外派,價錢,-0.00871130670391472,變化性
995,出差,價錢,-0.007529145418121915,變化性
996,馬力,價錢,0.001559168160126693,產品與服務
997,外觀,價錢,-0.006252642379495986,產品與服務
998,安全,價錢,-0.006802660054738602,產品與服務
999,配備,價錢,-0.010626438540795747,產品與服務
1000,價錢,價錢,1.0,產品與服務
1001,科技,價錢,-0.008775498517322546,產品與服務
1002,品質,價錢,-0.012321476741581626,產品與服務
1003,折舊,價錢,-0.0032104755355392397,產品與服務
1004,空間,價錢,-0.008552499374980385,產品與服務
1005,保養,價錢,-0.009250167896790526,產品與服務
1006,尺寸,價錢,-0.006892250531726109,產品與服務
1007,車種,價錢,-0.00321047553553924,產品與服務
1008,變速箱,價錢,-0.003210475535539252,產品與服務
1009,電資,價錢,-0.01657440822997376,科系專業
1010,機械,價錢,-0.007450973230517412,科系專業
1011,製造,價錢,-0.01970440557609662,科系專業
1012,品管,價錢,-0.012321476741581624,科系專業
1013,多元性,價錢,-0.011907464186526785,公司文化與價值
1014,企業社會責任,價錢,-0.003210475535539236,公司文化與價值
1015,企業永續目標,價錢,-0.0032104755355392305,公司文化與價值
1016,面試,價錢,-0.033780576352460394,招募資訊
1017,徵才,價錢,0.0007554876973777128,招募資訊
1018,實習,價錢,-0.034538592642411076,招募資訊
1019,工作,價錢,0.07195090263211518,招募資訊
1020,離職,價錢,-0.01926935434511596,招募資訊
1021,轉職,價錢,-0.005573359107908168,招募資訊
1022,新鮮人,價錢,-0.014848248717963444,招募資訊
1023,畢業,價錢,-0.012803058350164804,招募資訊
1024,出路,價錢,-0.016161946370815715,招募資訊
1025,能力,價錢,-0.006747500019646923,招募資訊
1026,招募人員,價錢,0.04730460725580367,招募人員
1027,正向,價錢,0.035533696664018,情緒
1028,負向,價錢,0.002151175439799998,情緒
1029,成就感,科技,-0.021596513602036963,成長價值
1030,學習成長,科技,-0.02857805452078393,成長價值
1031,創新,科技,-0.010140758167253412,成長價值
1032,薪資,科技,0.005540461600488188,經濟報酬
1033,福利,科技,-0.007462139840827502,經濟報酬
1034,管理制度,科技,-0.03723405588869854,經濟報酬
1035,工作氛圍,科技,0.06664408320400343,人際價值
1036,同事互動,科技,-0.0463075973409337,人際價值
1037,主管風格,科技,-0.08724123827051633,人際價值
1038,工作地點,科技,-0.0012388024966354812,組織安全與安定
1039,公司規模,科技,0.14567897818602654,組織安全與安定
1040,工作環境,科技,-0.038706834743250165,組織安全與安定
1041,產業前景,科技,0.14751213564445662,組織安全與安定
1042,輪調,科技,-0.015777173049133907,變化性
1043,外派,科技,-0.016818132994111973,變化性
1044,出差,科技,-0.014535840979755549,變化性
1045,馬力,科技,0.006304841022624084,產品與服務
1046,外觀,科技,-0.012071411864735154,產品與服務
1047,安全,科技,-0.013133281309325555,產品與服務
1048,配備,科技,-0.02051550504501769,產品與服務
1049,價錢,科技,-0.008775498517322544,產品與服務
1050,科技,科技,1.0,產品與服務
1051,品質,科技,0.034624700525271036,產品與服務
1052,折舊,科技,-0.0061981751264455175,產品與服務
1053,空間,科技,-0.016511538028599067,產品與服務
1054,保養,科技,-0.01785846362591917,產品與服務
1055,尺寸,科技,-0.013306245550879144,產品與服務
1056,車種,科技,-0.0061981751264455496,產品與服務
1057,變速箱,科技,-0.00619817512644547,產品與服務
1058,電資,科技,0.07048991819862063,科系專業
1059,機械,科技,-0.014384920998143372,科系專業
1060,製造,科技,-0.038041516021906974,科系專業
1061,品管,科技,0.03462470052527106,科系專業
1062,多元性,科技,-0.022988665549066017,公司文化與價值
1063,企業社會責任,科技,-0.006198175126445535,公司文化與價值
1064,企業永續目標,科技,-0.006198175126445491,公司文化與價值
1065,面試,科技,0.05250852295233231,招募資訊
1066,徵才,科技,-0.020030778836167922,招募資訊
1067,實習,科技,-0.06668054107525481,招募資訊
1068,工作,科技,0.0010515316154730337,招募資訊
1069,離職,科技,0.08736739841741938,招募資訊
1070,轉職,科技,-0.010759981009349932,招募資訊
1071,新鮮人,科技,-0.028666172614051327,招募資訊
1072,畢業,科技,-0.024717708305194316,招募資訊
1073,出路,科技,-0.031202410011110376,招募資訊
1074,能力,科技,-0.03643264513266405,招募資訊
1075,招募人員,科技,-0.04243113130356613,招募人員
1076,正向,科技,-0.0373621078530394,情緒
1077,負向,科技,0.0064161357452020215,情緒
1078,成就感,品質,-0.030323170760211047,成長價值
1079,學習成長,品質,0.013185029527482815,成長價值
1080,創新,品質,0.1430959862068655,成長價值
1081,薪資,品質,0.09280543279295572,經濟報酬
1082,福利,品質,0.10095648878725687,經濟報酬
1083,管理制度,品質,0.16948558891871995,經濟報酬
1084,工作氛圍,品質,0.010504755357058259,人際價值
1085,同事互動,品質,-0.02244374681859912,人際價值
1086,主管風格,品質,-0.008541914531861192,人際價值
1087,工作地點,品質,0.03443961014495571,組織安全與安定
1088,公司規模,品質,-0.004680255990793924,組織安全與安定
1089,工作環境,品質,-0.031110097107614098,組織安全與安定
1090,產業前景,品質,-0.011531808413932738,組織安全與安定
